,Unnamed: 0,hostel_name,hostel_link,city,price,distance,summary_score,rating_band,value_for_money,security,location,staff,atmosphere,cleanliness,facilities,Free,General,Services,Food & Drink,Entertainment,latitude,longitude
39,39,Tsukimi Hotel,https://www.hostelworld.com/hosteldetails.php/Tsukimi-Hotel/Kyoto/293839,Kyoto,22.15,1.5,8.9,Fabulous,8.0,10.0,10.0,8.0,8.0,10.0,8.0,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Flexible NRR', 'Follows Covid-19 sanitation guidance', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Hot Tub', 'Iron / Ironing Board', 'Jobs Board', 'Key Card Access', 'Meeting Rooms', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']","['Bar', 'Meals Available', 'Tea & Coffee Making Facilities']","['Board Games', 'Wi-Fi']",35.67063,139.79791
40,40,Miyakawacho Guest House HANAKANZASHI,https://www.hostelworld.com/hosteldetails.php/Miyakawacho-Guest-House-HANAKANZASHI/Kyoto/300677,Kyoto,20.3,1.5,9.3,Superb,10.0,10.0,9.0,9.0,9.0,9.0,9.0,"['Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Common Room', 'Dryer', 'Flexible NRR', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Key Card Access', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Internet Access', 'Luggage Storage', 'Reception (limited hours)']",['Vending Machines'],['Wi-Fi'],35.00139,135.77496
41,41,Nagomi-Ryokan Yuu,https://www.hostelworld.com/hosteldetails.php/Nagomi-Ryokan-Yuu/Kyoto/34703,Kyoto,25.02,2.2,8.9,Fabulous,6.0,10.0,8.0,10.0,8.0,10.0,10.0,"['Free City Maps', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Hair Dryers For Hire', 'Hot Showers', 'Parking', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Fax Service', 'Internet Access', 'Laundry Facilities', 'Postal Service', 'Towels for hire']","['Bar', 'Cafe', 'Restaurant']",['Wi-Fi'],34.99398,135.75859
42,42,WeBase Kyoto,https://www.hostelworld.com/hosteldetails.php/WeBase-Kyoto/Kyoto/294513,Kyoto,22.56,1.6,9.0,Superb,7.0,9.0,9.0,10.0,9.0,10.0,9.0,"['Free Breakfast', 'Free City Maps', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Jobs Board', 'Key Card Access', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Washing Machine', 'Wheelchair Friendly']","['24 Hour Reception', '24 Hour Security', 'Bicycle Hire', 'Housekeeping', 'Laundry Facilities', 'Luggage Storage', 'Postal Service', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",35.00039,135.75636
43,43,Gojo Guesthouse - Annex,https://www.hostelworld.com/hosteldetails.php/Gojo-Guesthouse-Annex/Kyoto/21128,Kyoto,20.1,1.7,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Self-Catering Facilities', 'Towels Not Included', 'Washing Machine']","['Bicycle Hire', 'Luggage Storage', 'Towels for hire']",['Tea & Coffee Making Facilities'],['Wi-Fi'],34.99822,135.77583
44,44,Kyoto Hana Hostel,https://www.hostelworld.com/hosteldetails.php/Kyoto-Hana-Hostel/Kyoto/41311,Kyoto,14.77,2.5,8.0,Fabulous,8.0,8.0,10.0,8.0,8.0,8.0,6.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Book Exchange', 'Breakfast Not Included', 'Cable TV', 'Common Room', 'Dryer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', ""DVD's"", 'Wii']",34.98979,135.75993
45,45,Guest House YULULU,https://www.hostelworld.com/hosteldetails.php/Guest-House-YULULU/Kyoto/79698,Kyoto,12.31,0.5,9.7,Superb,10.0,9.0,10.0,10.0,10.0,10.0,9.0,"['Free City Maps', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Internet Access', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Tea & Coffee Making Facilities']",,35.0044,135.7666
46,46,HARUYA Higashiyama,https://www.hostelworld.com/hosteldetails.php/HARUYA-Higashiyama/Kyoto/56247,Kyoto,12.14,1.0,9.1,Superb,10.0,6.0,10.0,8.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Meeting Rooms', 'Reading Light', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']",['Tea & Coffee Making Facilities'],['Wi-Fi'],35.00877,135.77894
47,47,Tanaka Gokurakudo Guest House,https://www.hostelworld.com/hosteldetails.php/Tanaka-Gokurakudo-Guest-House/Kyoto/280879,Kyoto,21.74,2.7,9.7,Superb,10.0,10.0,10.0,10.0,10.0,8.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Self-Catering Facilities', 'Washing Machine']","['Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",,['Wi-Fi'],34.98902,135.75824
48,48,Guest House Ga-Jyun,https://www.hostelworld.com/hosteldetails.php/Guest-House-Ga-Jyun/Kyoto/83262,Kyoto,16.41,1.4,8.9,Fabulous,8.0,8.0,8.0,10.0,10.0,10.0,8.0,"['Free Breakfast', 'Free Internet Access', 'Free WiFi']","['Hair Dryers For Hire', 'Hot Showers', 'Self-Catering Facilities', 'Washing Machine']","['Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Luggage Storage']",['Tea & Coffee Making Facilities'],,35.0094,135.7833
49,49,Guest House Kyoto Inn,https://www.hostelworld.com/hosteldetails.php/Guest-House-Kyoto-Inn/Kyoto/272748,Kyoto,12.31,3.3,7.7,Very good,8.0,6.0,10.0,10.0,6.0,8.0,6.0,"['Free Breakfast', 'Free City Maps', 'Free City Tour', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'BBQ', 'Bicycle Parking', 'Book Exchange', 'Cable TV', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Hot Tub', 'Iron / Ironing Board', 'Key Card Access', 'Microwave', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['24 Hour Reception', '24 Hour Security', 'Bicycle Hire', 'Express check-in / out', 'Fax Service', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Tours/Travel Desk', 'Towels for hire']","['Cafe', 'Restaurant', 'Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.99042,135.74316
50,50,FUGASTAY Shijo Omiya,https://www.hostelworld.com/hosteldetails.php/FUGASTAY-Shijo-Omiya/Kyoto/294324,Kyoto,19.28,1.8,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,['Free WiFi'],,,,,35.00305,135.75125
51,51,Guest House Shiori Ann,https://www.hostelworld.com/hosteldetails.php/Guest-House-Shiori-Ann/Kyoto/82268,Kyoto,12.06,2.0,9.7,Superb,10.0,10.0,10.0,10.0,8.0,10.0,10.0,['Free WiFi'],"['Air Conditioning', 'Breakfast Not Included']","['Internet Access', 'Laundry Facilities', 'Luggage Storage']",['Tea & Coffee Making Facilities'],,34.99495,135.75932
52,52,Santiago Guesthouse Naha,https://www.hostelworld.com/hosteldetails.php/Santiago-Guesthouse-Naha/Okinawa/296975,Okinawa,12.31,0.3,9.4,Superb,10.0,10.0,9.0,10.0,9.0,8.0,10.0,"['Free City Maps', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['24 Hour Security', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",['Tea & Coffee Making Facilities'],['Wi-Fi'],26.21097,127.67797
53,53,Ishigaki Guesthouse HIVE,https://www.hostelworld.com/hosteldetails.php/Ishigaki-Guesthouse-HIVE/Okinawa/291754,Okinawa,24.61,410.8,9.9,Superb,10.0,10.0,9.6,10.0,9.6,10.0,10.0,"['Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Air Conditioning', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Fax Service', 'Internet Access', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",,['Wi-Fi'],35.69519,139.76799
54,54,Myplace Guest House,https://www.hostelworld.com/hosteldetails.php/Myplace-Guest-House/Okinawa/102100,Okinawa,14.36,1.6,9.2,Superb,9.5,10.0,8.5,9.5,8.0,9.5,9.5,"['Free City Maps', 'Free Internet Access', 'Free Parking', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Ceiling Fan', 'Common Room', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Parking', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Laundry Facilities', 'Luggage Storage', 'Tours/Travel Desk', 'Towels for hire']",['Vending Machines'],,26.2271,127.6813
55,55,Aien Coffee＆Hostel,https://www.hostelworld.com/hosteldetails.php/Aien-CoffeeHostel/Okinawa/281386,Okinawa,20.51,14.1,9.7,Superb,10.0,10.0,10.0,10.0,10.0,10.0,8.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Parking', 'Reading Light', 'Safe Deposit Box']","['Internet Access', 'Late check-out', 'Luggage Storage', 'Reception (limited hours)']","['Bar', 'Cafe']",['Wi-Fi'],35.69444,139.82784
56,56,KumojiSo Hostel Naha Okinawa,https://www.hostelworld.com/hosteldetails.php/KumojiSo-Hostel-Naha-Okinawa/Okinawa/53678,Okinawa,18.05,0.4,7.7,Very good,10.0,8.0,8.0,6.0,8.0,8.0,6.0,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Currency Exchange', 'Internet Access', 'Postal Service', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Vending Machines']","['Foosball', 'Pool Table', 'Wi-Fi']",26.21592,127.68113
57,57,Guest House Umikaji,https://www.hostelworld.com/hosteldetails.php/Guest-House-Umikaji/Okinawa/276734,Okinawa,20.51,0.4,7.7,Very good,6.0,8.0,8.0,6.0,8.0,10.0,8.0,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Hot Tub', 'Iron / Ironing Board', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",['Vending Machines'],,26.21648,127.67803
58,58,Little Asia Okinawa,https://www.hostelworld.com/hosteldetails.php/Little-Asia-Okinawa/Okinawa/25308,Okinawa,9.84,0.9,7.7,Very good,8.0,4.0,10.0,10.0,10.0,6.0,6.0,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'BBQ', 'Bicycle Parking', 'Breakfast Not Included', 'Ceiling Fan', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Parking', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']",['Bar'],['Wi-Fi'],26.21332,127.69025
59,59,Mash Café & Bed NAGANO,https://www.hostelworld.com/hosteldetails.php/Mash-Cafe-and-Bed-NAGANO/Nagano/302447,Nagano,20.51,0.8,8.7,Fabulous,8.3,9.3,10.0,8.7,9.0,7.0,8.7,"['Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Towels Not Included', 'Washing Machine']","['Bicycle Hire', 'Laundry Facilities', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Restaurant', 'Tea & Coffee Making Facilities']",['Wi-Fi'],36.64582,138.18616
60,60,Guest House KURA,https://www.hostelworld.com/hosteldetails.php/Guest-House-KURA/Nagano/68894,Nagano,24.61,10.7,9.4,Superb,10.0,10.0,6.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free Parking', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'BBQ', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', 'Common Room', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Bicycle Hire', 'Fax Service', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Tours/Travel Desk', 'Towels for hire']","['Cafe', 'Tea & Coffee Making Facilities']","['Board Games', 'Wi-Fi']",36.65795,138.31571
61,61,Minka House,https://www.hostelworld.com/hosteldetails.php/Minka-House/Nagano/301400,Nagano,24.61,50.5,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Meals Available', 'Restaurant', 'Tea & Coffee Making Facilities']","['Board Games', 'Wi-Fi']",36.22991,137.97388
62,62,The Stay Sapporo,https://www.hostelworld.com/hosteldetails.php/The-Stay-Sapporo/Sapporo/94710,Sapporo,16.08,1.2,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Elevator', 'Hot Showers', 'Parking']","['24 Hour Security', 'Internet Access', 'Laundry Facilities']",,,43.05352,141.34553
63,63,Grids Sapporo Hotel&Hostel,https://www.hostelworld.com/hosteldetails.php/Grids-Sapporo-Hotel-and-Hostel/Sapporo/278412,Sapporo,21.3,0.6,9.3,Superb,9.3,9.3,9.3,9.3,8.7,10.0,9.3,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Adaptors', 'Air Conditioning', 'Cooker', 'Dryer', 'Follows Covid-19 sanitation guidance', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Parking', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Fax Service', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities', 'Vending Machines']",,35.67917,139.77285
64,64,SappoLodge,https://www.hostelworld.com/hosteldetails.php/SappoLodge/Sapporo/93412,Sapporo,23.31,0.9,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Ceiling Fan', 'Common Room', 'Hair Dryers', 'Hot Showers', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities']","['24 Hour Security', 'Fax Service', 'Housekeeping', 'Internet Access', 'Luggage Storage', 'Postal Service', 'Tours/Travel Desk']","['Bar', 'Cafe', 'Meals Available', 'Restaurant', 'Tea & Coffee Making Facilities']","[""DVD's""]",43.05625,141.3635
65,65,Khaosan World Namba,https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Namba/Osaka/265731,Osaka,17.23,4.5,9.6,Superb,10.0,9.7,9.4,9.7,9.1,8.9,10.0,"['Free Internet Access', 'Free WiFi', 'Linen Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Elevator', 'Follows Covid-19 sanitation guidance', 'Hair Dryers', 'Hot Showers', 'Security Lockers', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']",['Vending Machines'],['Wi-Fi'],34.66619,135.49713
66,66,Hostel Q,https://www.hostelworld.com/hosteldetails.php/Hostel-Q/Osaka/82301,Osaka,23.79,4.2,9.1,Superb,9.7,8.6,9.7,9.7,9.4,8.3,8.3,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Common Room', 'Elevator', 'Hair Dryers', 'Hot Showers', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Fax Service', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']",['Tea & Coffee Making Facilities'],"['Board Games', 'Wi-Fi']",34.66922,135.49858
67,67,HIPPO Hostel & Cafe Bar,https://www.hostelworld.com/hosteldetails.php/HIPPO-Hostel-and-Cafe-Bar/Osaka/301078,Osaka,15.38,5.5,9.0,Superb,8.7,10.0,8.0,10.0,8.7,9.3,8.0,"['Free WiFi', 'Linen Included']","['Air Conditioning', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['Fax Service', 'Internet Access', 'Late check-out', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)']","['Bar', 'Cafe']",,34.6643,135.53206
68,68,&And Hostel Hommachi-East,https://www.hostelworld.com/hosteldetails.php/-and-And-Hostel-Hommachi-East/Osaka/300500,Osaka,9.84,2.9,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Meeting Rooms', 'Safe Deposit Box', 'Wheelchair Friendly']","['Laundry Facilities', 'Luggage Storage']",,['Wi-Fi'],34.68214,135.51201
69,69,Imano Osaka Shinsaibashi Hostel,https://www.hostelworld.com/hosteldetails.php/Imano-Osaka-Shinsaibashi-Hostel/Osaka/294059,Osaka,18.05,3.8,8.0,Fabulous,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,['Follows Covid-19 sanitation guidance'],,,,34.67287,135.49501
70,70,Osaka Guesthouse Hive,https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-Hive/Osaka/264049,Osaka,18.87,1.3,6.7,Good,8.0,7.3,8.0,6.7,5.3,5.3,6.0,"['Free Breakfast', 'Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['PlayStation', 'Wi-Fi']",34.70218,135.48943
71,71,The Pax Hostel/Records/More,https://www.hostelworld.com/hosteldetails.php/The-Pax-Hostel-Records-More/Osaka/270406,Osaka,18.87,6.0,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Breakfast Not Included', 'Card Phones', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Reading Light', 'Safe Deposit Box', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['Bicycle Hire', 'Housekeeping', 'Internet Access', 'Late check-out', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Cafe', 'Tea & Coffee Making Facilities']",,34.65266,135.50543
72,72,Hostel Mitsuwaya Osaka,https://www.hostelworld.com/hosteldetails.php/Hostel-Mitsuwaya-Osaka/Osaka/265633,Osaka,26.25,4.1,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Microwave', 'Outdoor Terrace', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Housekeeping', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67112,135.51147
73,73,The Stay Osaka Shinsaibashi,https://www.hostelworld.com/hosteldetails.php/The-Stay-Osaka-Shinsaibashi/Osaka/299208,Osaka,13.62,3.7,9.0,Superb,8.7,8.0,10.0,9.3,8.7,8.7,9.3,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included', 'Towels Included']","['Air Conditioning', 'Breakfast Not Included', 'Common Room', 'Cooker', 'Dryer', 'Elevator', 'Fridge/Freezer', 'Hair Dryers', 'Hot Showers', 'Key Card Access', 'Microwave', 'Reading Light', 'Security Lockers', 'Towels Not Included', 'Washing Machine']","['Internet Access', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Bar', 'Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67331,135.50767
74,74,Shin-Osaka Tomato Guest House,https://www.hostelworld.com/hosteldetails.php/Shin-Osaka-Tomato-Guest-House/Osaka/78230,Osaka,11.9,1.9,8.6,Fabulous,10.0,10.0,8.0,8.0,8.0,8.0,8.0,"['Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Breakfast Not Included', 'Common Room', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Self-Catering Facilities', 'Washing Machine']","['24 Hour Security', 'Laundry Facilities', 'Towels for hire']",,,34.72298,135.49593
75,75,J-Hoppers Osaka Universal,https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Osaka-Universal/Osaka/264538,Osaka,20.3,6.4,10.0,Superb,10.0,10.0,10.0,10.0,10.0,10.0,10.0,"['Free City Maps', 'Free Internet Access', 'Free WiFi', 'Linen Included']","['Adaptors', 'Air Conditioning', 'Bicycle Parking', 'Book Exchange', 'Breakfast Not Included', ""Children's Play Area"", 'Common Room', 'Cooker', 'Dryer', 'Fridge/Freezer', 'Hair Dryers', 'Hair Dryers For Hire', 'Hot Showers', 'Iron / Ironing Board', 'Outdoor Terrace', 'Parking', 'Reading Light', 'Safe Deposit Box', 'Security Lockers', 'Self-Catering Facilities', 'Towels Not Included', 'Utensils', 'Washing Machine']","['24 Hour Security', 'Bicycle Hire', 'Fax Service', 'Internet Access', 'Laundry Facilities', 'Luggage Storage', 'Reception (limited hours)', 'Towels for hire']","['Tea & Coffee Making Facilities', 'Vending Machines']","['Board Games', 'Wi-Fi']",34.67668,135.44155
